Age,Year,Incidence,Sex,Country
26,2009,0.0196,f,south africa
27,2009,0.0193,f,south africa
28,2009,0.019,f,south africa
29,2009,0.0188,f,south africa
30,2009,0.0183,f,south africa
31,2009,0.0178,f,south africa
32,2009,0.0173,f,south africa
33,2009,0.0168,f,south africa
34,2009,0.0164,f,south africa
35,2009,0.0159,f,south africa
36,2009,0.0154,f,south africa
37,2009,0.0149,f,south africa
38,2009,0.0144,f,south africa
39,2009,0.0138,f,south africa
40,2009,0.0132,f,south africa
41,2009,0.0126,f,south africa
42,2009,0.012,f,south africa
43,2009,0.0113,f,south africa
44,2009,0.0107,f,south africa
45,2009,0.0101,f,south africa
46,2009,0.0095,f,south africa
47,2009,0.009,f,south africa
48,2009,0.0084,f,south africa
49,2009,0.0078,f,south africa
50,2009,0.0073,f,south africa
51,2009,0.0068,f,south africa
52,2009,0.0063,f,south africa
53,2009,0.0057,f,south africa
54,2009,0.0053,f,south africa
55,2009,0.0048,f,south africa
56,2009,0.0043,f,south africa
57,2009,0.0039,f,south africa
58,2009,0.0035,f,south africa
59,2009,0.0031,f,south africa
60,2009,0.0027,f,south africa
61,2009,0.0024,f,south africa
62,2009,0.002,f,south africa
63,2009,0.0017,f,south africa
64,2009,0.0014,f,south africa
65,2009,0.0012,f,south africa
66,2009,0.001,f,south africa
67,2009,0.0009,f,south africa
68,2009,0.0007,f,south africa
69,2009,0.0006,f,south africa
70,2009,0.0005,f,south africa
71,2009,0.0004,f,south africa
72,2009,0.0003,f,south africa
73,2009,0.0003,f,south africa
74,2009,0.0002,f,south africa
75,2009,0.0002,f,south africa
76,2009,0.00015,f,south africa
77,2009,0.000124,f,south africa
78,2009,0.000103,f,south africa
79,2009,0.0000862,f,south africa
80,2009,0.0000717,f,south africa
81,2009,0.0000594,f,south africa
82,2009,0.0000494,f,south africa
83,2009,0.0000413,f,south africa
84,2009,0.0000351,f,south africa
85,2009,0.00003,f,south africa
86,2009,0.0000259,f,south africa
87,2009,0.0000226,f,south africa
88,2009,0.00002,f,south africa
89,2009,0.000018,f,south africa
10,2010,0.00000026,f,south africa
11,2010,0.0000143,f,south africa
12,2010,0.0002,f,south africa
13,2010,0.0011,f,south africa
14,2010,0.0044,f,south africa
15,2010,0.0115,f,south africa
16,2010,0.0207,f,south africa
17,2010,0.028,f,south africa
18,2010,0.0321,f,south africa
19,2010,0.0331,f,south africa
20,2010,0.0321,f,south africa
21,2010,0.0301,f,south africa
22,2010,0.0276,f,south africa
23,2010,0.0247,f,south africa
24,2010,0.0218,f,south africa
25,2010,0.0191,f,south africa
26,2010,0.019,f,south africa
27,2010,0.0187,f,south africa
28,2010,0.0184,f,south africa
29,2010,0.0182,f,south africa
30,2010,0.0177,f,south africa
31,2010,0.0172,f,south africa
32,2010,0.0166,f,south africa
33,2010,0.0161,f,south africa
34,2010,0.0157,f,south africa
35,2010,0.0152,f,south africa
36,2010,0.0148,f,south africa
37,2010,0.0143,f,south africa
38,2010,0.0138,f,south africa
39,2010,0.0132,f,south africa
40,2010,0.0127,f,south africa
41,2010,0.0121,f,south africa
42,2010,0.0116,f,south africa
43,2010,0.011,f,south africa
44,2010,0.0104,f,south africa
45,2010,0.0099,f,south africa
46,2010,0.0093,f,south africa
47,2010,0.0088,f,south africa
48,2010,0.0082,f,south africa
49,2010,0.0077,f,south africa
50,2010,0.0072,f,south africa
51,2010,0.0067,f,south africa
52,2010,0.0062,f,south africa
53,2010,0.0057,f,south africa
54,2010,0.0053,f,south africa
55,2010,0.0048,f,south africa
56,2010,0.0044,f,south africa
57,2010,0.004,f,south africa
58,2010,0.0036,f,south africa
59,2010,0.0032,f,south africa
60,2010,0.0028,f,south africa
61,2010,0.0025,f,south africa
62,2010,0.0022,f,south africa
63,2010,0.0019,f,south africa
64,2010,0.0016,f,south africa
65,2010,0.0013,f,south africa
66,2010,0.0011,f,south africa
67,2010,0.0009,f,south africa
68,2010,0.0008,f,south africa
69,2010,0.0007,f,south africa
70,2010,0.0006,f,south africa
71,2010,0.0005,f,south africa
72,2010,0.0004,f,south africa
73,2010,0.0003,f,south africa
74,2010,0.0003,f,south africa
75,2010,0.0002,f,south africa
76,2010,0.000168,f,south africa
77,2010,0.000137,f,south africa
78,2010,0.000113,f,south africa
79,2010,0.0000943,f,south africa
80,2010,0.0000784,f,south africa
81,2010,0.0000652,f,south africa
82,2010,0.0000541,f,south africa
83,2010,0.000045,f,south africa
84,2010,0.0000379,f,south africa
85,2010,0.0000321,f,south africa
86,2010,0.0000274,f,south africa
87,2010,0.0000237,f,south africa
88,2010,0.0000208,f,south africa
89,2010,0.0000185,f,south africa
10,2011,0.00000027,f,south africa
11,2011,0.0000145,f,south africa
12,2011,0.0002,f,south africa
13,2011,0.0011,f,south africa
14,2011,0.0043,f,south africa
15,2011,0.0111,f,south africa
16,2011,0.0199,f,south africa
17,2011,0.0267,f,south africa
18,2011,0.0304,f,south africa
19,2011,0.0312,f,south africa
20,2011,0.0304,f,south africa
21,2011,0.0285,f,south africa
22,2011,0.0262,f,south africa
23,2011,0.0235,f,south africa
24,2011,0.0209,f,south africa
25,2011,0.0183,f,south africa
26,2011,0.0182,f,south africa
27,2011,0.018,f,south africa
28,2011,0.0176,f,south africa
29,2011,0.0175,f,south africa
30,2011,0.017,f,south africa
31,2011,0.0164,f,south africa
32,2011,0.0159,f,south africa
33,2011,0.0154,f,south africa
34,2011,0.0149,f,south africa
35,2011,0.0144,f,south africa
36,2011,0.014,f,south africa
37,2011,0.0136,f,south africa
38,2011,0.0131,f,south africa
39,2011,0.0126,f,south africa
40,2011,0.0121,f,south africa
41,2011,0.0116,f,south africa
42,2011,0.0111,f,south africa
43,2011,0.0106,f,south africa
44,2011,0.0101,f,south africa
45,2011,0.0096,f,south africa
46,2011,0.0091,f,south africa
47,2011,0.0085,f,south africa
48,2011,0.008,f,south africa
49,2011,0.0076,f,south africa
50,2011,0.0071,f,south africa
51,2011,0.0066,f,south africa
52,2011,0.0062,f,south africa
53,2011,0.0057,f,south africa
54,2011,0.0053,f,south africa
55,2011,0.0049,f,south africa
56,2011,0.0045,f,south africa
57,2011,0.004,f,south africa
58,2011,0.0037,f,south africa
59,2011,0.0033,f,south africa
60,2011,0.0029,f,south africa
61,2011,0.0026,f,south africa
62,2011,0.0023,f,south africa
63,2011,0.002,f,south africa
64,2011,0.0017,f,south africa
65,2011,0.0015,f,south africa
66,2011,0.0012,f,south africa
67,2011,0.001,f,south africa
68,2011,0.0009,f,south africa
69,2011,0.0007,f,south africa
70,2011,0.0006,f,south africa
71,2011,0.0005,f,south africa
72,2011,0.0004,f,south africa
73,2011,0.0004,f,south africa
74,2011,0.0003,f,south africa
75,2011,0.0002,f,south africa
76,2011,0.0002,f,south africa
77,2011,0.000155,f,south africa
78,2011,0.000127,f,south africa
79,2011,0.000104,f,south africa
80,2011,0.0000865,f,south africa
81,2011,0.000072,f,south africa
82,2011,0.0000599,f,south africa
83,2011,0.0000498,f,south africa
84,2011,0.0000416,f,south africa
85,2011,0.0000348,f,south africa
86,2011,0.0000295,f,south africa
87,2011,0.0000252,f,south africa
88,2011,0.0000219,f,south africa
89,2011,0.0000192,f,south africa
10,2012,0.00000028,f,south africa
11,2012,0.0000148,f,south africa
12,2012,0.0002,f,south africa
13,2012,0.0011,f,south africa
14,2012,0.0042,f,south africa
15,2012,0.0106,f,south africa
16,2012,0.0189,f,south africa
17,2012,0.0252,f,south africa
18,2012,0.0286,f,south africa
19,2012,0.0293,f,south africa
20,2012,0.0285,f,south africa
21,2012,0.0268,f,south africa
22,2012,0.0246,f,south africa
23,2012,0.0222,f,south africa
24,2012,0.0197,f,south africa
25,2012,0.0173,f,south africa
26,2012,0.0173,f,south africa
27,2012,0.0171,f,south africa
28,2012,0.0168,f,south africa
29,2012,0.0166,f,south africa
30,2012,0.0161,f,south africa
31,2012,0.0156,f,south africa
32,2012,0.0151,f,south africa
33,2012,0.0146,f,south africa
34,2012,0.0141,f,south africa
35,2012,0.0137,f,south africa
36,2012,0.0132,f,south africa
37,2012,0.0128,f,south africa
38,2012,0.0124,f,south africa
39,2012,0.012,f,south africa
40,2012,0.0115,f,south africa
41,2012,0.0111,f,south africa
42,2012,0.0106,f,south africa
43,2012,0.0102,f,south africa
44,2012,0.0097,f,south africa
45,2012,0.0092,f,south africa
46,2012,0.0087,f,south africa
47,2012,0.0083,f,south africa
48,2012,0.0078,f,south africa
49,2012,0.0074,f,south africa
50,2012,0.0069,f,south africa
51,2012,0.0065,f,south africa
52,2012,0.0061,f,south africa
53,2012,0.0057,f,south africa
54,2012,0.0053,f,south africa
55,2012,0.0049,f,south africa
56,2012,0.0045,f,south africa
57,2012,0.0041,f,south africa
58,2012,0.0037,f,south africa
59,2012,0.0034,f,south africa
60,2012,0.003,f,south africa
61,2012,0.0027,f,south africa
62,2012,0.0024,f,south africa
63,2012,0.0021,f,south africa
64,2012,0.0019,f,south africa
65,2012,0.0016,f,south africa
66,2012,0.0014,f,south africa
67,2012,0.0011,f,south africa
68,2012,0.001,f,south africa
69,2012,0.0008,f,south africa
70,2012,0.0007,f,south africa
71,2012,0.0006,f,south africa
72,2012,0.0005,f,south africa
73,2012,0.0004,f,south africa
74,2012,0.0003,f,south africa
75,2012,0.0003,f,south africa
76,2012,0.0002,f,south africa
77,2012,0.000176,f,south africa
78,2012,0.000143,f,south africa
79,2012,0.000118,f,south africa
80,2012,0.0000966,f,south africa
81,2012,0.00008,f,south africa
82,2012,0.0000666,f,south africa
83,2012,0.0000555,f,south africa
84,2012,0.0000463,f,south africa
85,2012,0.0000383,f,south africa
86,2012,0.000032,f,south africa
87,2012,0.000027,f,south africa
88,2012,0.0000232,f,south africa
89,2012,0.0000202,f,south africa
10,2013,0.00000028,f,south africa
11,2013,0.0000151,f,south africa
12,2013,0.0002,f,south africa
13,2013,0.0011,f,south africa
14,2013,0.0042,f,south africa
15,2013,0.0104,f,south africa
16,2013,0.0179,f,south africa
17,2013,0.0239,f,south africa
18,2013,0.0269,f,south africa
19,2013,0.0275,f,south africa
20,2013,0.0267,f,south africa
21,2013,0.0252,f,south africa
22,2013,0.0231,f,south africa
23,2013,0.0209,f,south africa
24,2013,0.0186,f,south africa
25,2013,0.0164,f,south africa
26,2013,0.0164,f,south africa
27,2013,0.0163,f,south africa
28,2013,0.016,f,south africa
29,2013,0.0159,f,south africa
30,2013,0.0154,f,south africa
31,2013,0.015,f,south africa
32,2013,0.0145,f,south africa
33,2013,0.014,f,south africa
34,2013,0.0135,f,south africa
35,2013,0.013,f,south africa
36,2013,0.0126,f,south africa
37,2013,0.0122,f,south africa
38,2013,0.0118,f,south africa
39,2013,0.0114,f,south africa
40,2013,0.011,f,south africa
41,2013,0.0106,f,south africa
42,2013,0.0102,f,south africa
43,2013,0.0098,f,south africa
44,2013,0.0093,f,south africa
45,2013,0.0089,f,south africa
46,2013,0.0085,f,south africa
47,2013,0.008,f,south africa
48,2013,0.0076,f,south africa
49,2013,0.0072,f,south africa
50,2013,0.0068,f,south africa
51,2013,0.0064,f,south africa
52,2013,0.006,f,south africa
53,2013,0.0056,f,south africa
54,2013,0.0052,f,south africa
55,2013,0.0049,f,south africa
56,2013,0.0045,f,south africa
57,2013,0.0042,f,south africa
58,2013,0.0038,f,south africa
59,2013,0.0035,f,south africa
60,2013,0.0032,f,south africa
61,2013,0.0028,f,south africa
62,2013,0.0025,f,south africa
63,2013,0.0023,f,south africa
64,2013,0.002,f,south africa
65,2013,0.0017,f,south africa
66,2013,0.0015,f,south africa
67,2013,0.0013,f,south africa
68,2013,0.0011,f,south africa
69,2013,0.0009,f,south africa
70,2013,0.0008,f,south africa
71,2013,0.0006,f,south africa
72,2013,0.0005,f,south africa
73,2013,0.0005,f,south africa
74,2013,0.0004,f,south africa
75,2013,0.0003,f,south africa
76,2013,0.0003,f,south africa
77,2013,0.000204,f,south africa
78,2013,0.000166,f,south africa
79,2013,0.000135,f,south africa
80,2013,0.00011,f,south africa
81,2013,0.0000903,f,south africa
82,2013,0.0000749,f,south africa
83,2013,0.0000624,f,south africa
84,2013,0.0000522,f,south africa
85,2013,0.0000426,f,south africa
86,2013,0.0000352,f,south africa
87,2013,0.0000294,f,south africa
88,2013,0.0000249,f,south africa
89,2013,0.0000214,f,south africa
10,2014,0.00000027,f,south africa
11,2014,0.0000148,f,south africa
12,2014,0.0002,f,south africa
13,2014,0.0011,f,south africa
14,2014,0.0041,f,south africa
15,2014,0.0101,f,south africa
16,2014,0.0173,f,south africa
17,2014,0.0225,f,south africa
18,2014,0.0254,f,south africa
19,2014,0.0258,f,south africa
20,2014,0.0251,f,south africa
21,2014,0.0236,f,south africa
22,2014,0.0217,f,south africa
23,2014,0.0196,f,south africa
24,2014,0.0175,f,south africa
25,2014,0.0155,f,south africa
26,2014,0.0155,f,south africa
27,2014,0.0154,f,south africa
28,2014,0.0152,f,south africa
29,2014,0.015,f,south africa
30,2014,0.0146,f,south africa
31,2014,0.0142,f,south africa
32,2014,0.0137,f,south africa
33,2014,0.0133,f,south africa
34,2014,0.0128,f,south africa
35,2014,0.0124,f,south africa
36,2014,0.0119,f,south africa
37,2014,0.0115,f,south africa
38,2014,0.0111,f,south africa
39,2014,0.0107,f,south africa
40,2014,0.0104,f,south africa
41,2014,0.01,f,south africa
42,2014,0.0096,f,south africa
43,2014,0.0093,f,south africa
44,2014,0.0089,f,south africa
45,2014,0.0085,f,south africa
46,2014,0.0081,f,south africa
47,2014,0.0077,f,south africa
48,2014,0.0073,f,south africa
49,2014,0.0069,f,south africa
50,2014,0.0066,f,south africa
51,2014,0.0062,f,south africa
52,2014,0.0058,f,south africa
53,2014,0.0055,f,south africa
54,2014,0.0051,f,south africa
55,2014,0.0048,f,south africa
56,2014,0.0045,f,south africa
57,2014,0.0041,f,south africa
58,2014,0.0038,f,south africa
59,2014,0.0035,f,south africa
60,2014,0.0032,f,south africa
61,2014,0.0029,f,south africa
62,2014,0.0026,f,south africa
63,2014,0.0023,f,south africa
64,2014,0.0021,f,south africa
65,2014,0.0018,f,south africa
66,2014,0.0016,f,south africa
67,2014,0.0014,f,south africa
68,2014,0.0012,f,south africa
69,2014,0.001,f,south africa
70,2014,0.0008,f,south africa
71,2014,0.0007,f,south africa
72,2014,0.0006,f,south africa
73,2014,0.0005,f,south africa
74,2014,0.0004,f,south africa
75,2014,0.0004,f,south africa
76,2014,0.0003,f,south africa
77,2014,0.0002,f,south africa
78,2014,0.00019,f,south africa
79,2014,0.000154,f,south africa
80,2014,0.000125,f,south africa
81,2014,0.000102,f,south africa
82,2014,0.0000839,f,south africa
83,2014,0.0000697,f,south africa
84,2014,0.0000583,f,south africa
85,2014,0.0000472,f,south africa
86,2014,0.0000385,f,south africa
87,2014,0.0000317,f,south africa
88,2014,0.0000266,f,south africa
89,2014,0.0000227,f,south africa
10,2015,0.00000027,f,south africa
11,2015,0.0000147,f,south africa
12,2015,0.0002,f,south africa
13,2015,0.0011,f,south africa
14,2015,0.004,f,south africa
15,2015,0.0098,f,south africa
16,2015,0.0167,f,south africa
17,2015,0.0216,f,south africa
18,2015,0.0237,f,south africa
19,2015,0.0242,f,south africa
20,2015,0.0234,f,south africa
21,2015,0.022,f,south africa
22,2015,0.0202,f,south africa
23,2015,0.0183,f,south africa
24,2015,0.0164,f,south africa
25,2015,0.0145,f,south africa
26,2015,0.0147,f,south africa
27,2015,0.0146,f,south africa
28,2015,0.0145,f,south africa
29,2015,0.0144,f,south africa
30,2015,0.0141,f,south africa
31,2015,0.0137,f,south africa
32,2015,0.0133,f,south africa
33,2015,0.0128,f,south africa
34,2015,0.0124,f,south africa
35,2015,0.012,f,south africa
36,2015,0.0116,f,south africa
37,2015,0.0111,f,south africa
38,2015,0.0108,f,south africa
39,2015,0.0104,f,south africa
40,2015,0.01,f,south africa
41,2015,0.0097,f,south africa
42,2015,0.0094,f,south africa
43,2015,0.0091,f,south africa
44,2015,0.0087,f,south africa
45,2015,0.0083,f,south africa
46,2015,0.008,f,south africa
47,2015,0.0076,f,south africa
48,2015,0.0073,f,south africa
49,2015,0.0069,f,south africa
50,2015,0.0065,f,south africa
51,2015,0.0062,f,south africa
52,2015,0.0059,f,south africa
53,2015,0.0055,f,south africa
54,2015,0.0052,f,south africa
55,2015,0.0049,f,south africa
56,2015,0.0046,f,south africa
57,2015,0.0042,f,south africa
58,2015,0.0039,f,south africa
59,2015,0.0036,f,south africa
60,2015,0.0033,f,south africa
61,2015,0.0031,f,south africa
62,2015,0.0028,f,south africa
63,2015,0.0025,f,south africa
64,2015,0.0022,f,south africa
65,2015,0.002,f,south africa
66,2015,0.0018,f,south africa
67,2015,0.0015,f,south africa
68,2015,0.0013,f,south africa
69,2015,0.0011,f,south africa
70,2015,0.001,f,south africa
71,2015,0.0008,f,south africa
72,2015,0.0007,f,south africa
73,2015,0.0006,f,south africa
74,2015,0.0005,f,south africa
75,2015,0.0004,f,south africa
76,2015,0.0003,f,south africa
77,2015,0.0003,f,south africa
78,2015,0.000226,f,south africa
79,2015,0.000183,f,south africa
80,2015,0.000148,f,south africa
81,2015,0.00012,f,south africa
82,2015,0.0000979,f,south africa
83,2015,0.0000808,f,south africa
84,2015,0.0000674,f,south africa
85,2015,0.0000542,f,south africa
86,2015,0.0000438,f,south africa
87,2015,0.0000357,f,south africa
88,2015,0.0000295,f,south africa
89,2015,0.0000249,f,south africa
10,2016,0.00000026,f,south africa
11,2016,0.0000141,f,south africa
12,2016,0.0002,f,south africa
13,2016,0.001,f,south africa
14,2016,0.0039,f,south africa
15,2016,0.0093,f,south africa
16,2016,0.0156,f,south africa
17,2016,0.0201,f,south africa
18,2016,0.0219,f,south africa
19,2016,0.0218,f,south africa
20,2016,0.0212,f,south africa
21,2016,0.0198,f,south africa
22,2016,0.0182,f,south africa
23,2016,0.0166,f,south africa
24,2016,0.0149,f,south africa
25,2016,0.0132,f,south africa
26,2016,0.0134,f,south africa
27,2016,0.0134,f,south africa
28,2016,0.0133,f,south africa
29,2016,0.0133,f,south africa
30,2016,0.0131,f,south africa
31,2016,0.0128,f,south africa
32,2016,0.0124,f,south africa
33,2016,0.0121,f,south africa
34,2016,0.0117,f,south africa
35,2016,0.0113,f,south africa
36,2016,0.0109,f,south africa
37,2016,0.0106,f,south africa
38,2016,0.0102,f,south africa
39,2016,0.0098,f,south africa
40,2016,0.0095,f,south africa
41,2016,0.0092,f,south africa
42,2016,0.0089,f,south africa
43,2016,0.0086,f,south africa
44,2016,0.0083,f,south africa
45,2016,0.008,f,south africa
46,2016,0.0077,f,south africa
47,2016,0.0073,f,south africa
48,2016,0.007,f,south africa
49,2016,0.0067,f,south africa
50,2016,0.0064,f,south africa
51,2016,0.006,f,south africa
52,2016,0.0057,f,south africa
53,2016,0.0054,f,south africa
54,2016,0.0051,f,south africa
55,2016,0.0048,f,south africa
56,2016,0.0045,f,south africa
57,2016,0.0042,f,south africa
58,2016,0.004,f,south africa
59,2016,0.0037,f,south africa
60,2016,0.0034,f,south africa
61,2016,0.0031,f,south africa
62,2016,0.0029,f,south africa
63,2016,0.0026,f,south africa
64,2016,0.0023,f,south africa
65,2016,0.0021,f,south africa
66,2016,0.0019,f,south africa
67,2016,0.0017,f,south africa
68,2016,0.0015,f,south africa
69,2016,0.0013,f,south africa
70,2016,0.0011,f,south africa
71,2016,0.0009,f,south africa
72,2016,0.0008,f,south africa
73,2016,0.0006,f,south africa
74,2016,0.0005,f,south africa
75,2016,0.0005,f,south africa
76,2016,0.0004,f,south africa
77,2016,0.0003,f,south africa
78,2016,0.0003,f,south africa
79,2016,0.000215,f,south africa
80,2016,0.000173,f,south africa
81,2016,0.00014,f,south africa
82,2016,0.000114,f,south africa
83,2016,0.0000931,f,south africa
84,2016,0.0000771,f,south africa
85,2016,0.0000617,f,south africa
86,2016,0.0000495,f,south africa
87,2016,0.00004,f,south africa
88,2016,0.0000328,f,south africa
89,2016,0.0000274,f,south africa
10,2017,0.00000025,f,south africa
11,2017,0.0000134,f,south africa
12,2017,0.0002,f,south africa
13,2017,0.001,f,south africa
14,2017,0.0036,f,south africa
15,2017,0.0087,f,south africa
16,2017,0.0144,f,south africa
17,2017,0.0182,f,south africa
18,2017,0.0198,f,south africa
19,2017,0.0196,f,south africa
20,2017,0.0186,f,south africa
21,2017,0.0174,f,south africa
22,2017,0.016,f,south africa
23,2017,0.0145,f,south africa
24,2017,0.0131,f,south africa
25,2017,0.0117,f,south africa
26,2017,0.0119,f,south africa
27,2017,0.0119,f,south africa
28,2017,0.012,f,south africa
29,2017,0.012,f,south africa
30,2017,0.0118,f,south africa
31,2017,0.0116,f,south africa
32,2017,0.0114,f,south africa
33,2017,0.0111,f,south africa
34,2017,0.0108,f,south africa
35,2017,0.0105,f,south africa
36,2017,0.0101,f,south africa
37,2017,0.0098,f,south africa
38,2017,0.0095,f,south africa
39,2017,0.0092,f,south africa
40,2017,0.0089,f,south africa
41,2017,0.0086,f,south africa
42,2017,0.0083,f,south africa
43,2017,0.0081,f,south africa
44,2017,0.0078,f,south africa
45,2017,0.0075,f,south africa
46,2017,0.0072,f,south africa
47,2017,0.0069,f,south africa
48,2017,0.0067,f,south africa
49,2017,0.0064,f,south africa
50,2017,0.0061,f,south africa
51,2017,0.0058,f,south africa
52,2017,0.0055,f,south africa
53,2017,0.0052,f,south africa
54,2017,0.005,f,south africa
55,2017,0.0047,f,south africa
56,2017,0.0044,f,south africa
57,2017,0.0042,f,south africa
58,2017,0.0039,f,south africa
59,2017,0.0036,f,south africa
60,2017,0.0034,f,south africa
61,2017,0.0031,f,south africa
62,2017,0.0029,f,south africa
63,2017,0.0026,f,south africa
64,2017,0.0024,f,south africa
65,2017,0.0022,f,south africa
66,2017,0.002,f,south africa
67,2017,0.0017,f,south africa
68,2017,0.0015,f,south africa
69,2017,0.0014,f,south africa
70,2017,0.0012,f,south africa
71,2017,0.001,f,south africa
72,2017,0.0009,f,south africa
73,2017,0.0007,f,south africa
74,2017,0.0006,f,south africa
75,2017,0.0005,f,south africa
76,2017,0.0004,f,south africa
77,2017,0.0004,f,south africa
78,2017,0.0003,f,south africa
79,2017,0.000247,f,south africa
80,2017,0.0002,f,south africa
81,2017,0.000162,f,south africa
82,2017,0.000131,f,south africa
83,2017,0.000107,f,south africa
84,2017,0.0000877,f,south africa
85,2017,0.0000701,f,south africa
86,2017,0.000056,f,south africa
87,2017,0.000045,f,south africa
88,2017,0.0000365,f,south africa
89,2017,0.0000302,f,south africa
10,2018,0.00000024,f,south africa
11,2018,0.0000128,f,south africa
12,2018,0.0002,f,south africa
13,2018,0.0009,f,south africa
14,2018,0.0034,f,south africa
15,2018,0.0082,f,south africa
16,2018,0.0136,f,south africa
17,2018,0.017,f,south africa
18,2018,0.0181,f,south africa
19,2018,0.0179,f,south africa
20,2018,0.0168,f,south africa
21,2018,0.0155,f,south africa
22,2018,0.0143,f,south africa
23,2018,0.013,f,south africa
24,2018,0.0117,f,south africa
25,2018,0.0105,f,south africa
26,2018,0.0107,f,south africa
27,2018,0.0108,f,south africa
28,2018,0.0109,f,south africa
29,2018,0.011,f,south africa
30,2018,0.011,f,south africa
31,2018,0.0108,f,south africa
32,2018,0.0107,f,south africa
33,2018,0.0104,f,south africa
34,2018,0.0102,f,south africa
35,2018,0.0099,f,south africa
36,2018,0.0097,f,south africa
37,2018,0.0094,f,south africa
38,2018,0.0091,f,south africa
39,2018,0.0088,f,south africa
40,2018,0.0085,f,south africa
41,2018,0.0083,f,south africa
42,2018,0.008,f,south africa
43,2018,0.0078,f,south africa
44,2018,0.0075,f,south africa
45,2018,0.0073,f,south africa
46,2018,0.0071,f,south africa
47,2018,0.0068,f,south africa
48,2018,0.0065,f,south africa
49,2018,0.0063,f,south africa
50,2018,0.006,f,south africa
51,2018,0.0057,f,south africa
52,2018,0.0055,f,south africa
53,2018,0.0052,f,south africa
54,2018,0.0049,f,south africa
55,2018,0.0047,f,south africa
56,2018,0.0044,f,south africa
57,2018,0.0042,f,south africa
58,2018,0.0039,f,south africa
59,2018,0.0037,f,south africa
60,2018,0.0035,f,south africa
61,2018,0.0032,f,south africa
62,2018,0.003,f,south africa
63,2018,0.0027,f,south africa
64,2018,0.0025,f,south africa
65,2018,0.0023,f,south africa
66,2018,0.0021,f,south africa
67,2018,0.0019,f,south africa
68,2018,0.0017,f,south africa
69,2018,0.0015,f,south africa
70,2018,0.0013,f,south africa
71,2018,0.0011,f,south africa
72,2018,0.001,f,south africa
73,2018,0.0008,f,south africa
74,2018,0.0007,f,south africa
75,2018,0.0006,f,south africa
76,2018,0.0005,f,south africa
77,2018,0.0004,f,south africa
78,2018,0.0003,f,south africa
79,2018,0.0003,f,south africa
80,2018,0.000238,f,south africa
81,2018,0.000194,f,south africa
82,2018,0.000157,f,south africa
83,2018,0.000127,f,south africa
84,2018,0.000104,f,south africa
85,2018,0.000083,f,south africa
86,2018,0.0000663,f,south africa
87,2018,0.0000529,f,south africa
88,2018,0.0000427,f,south africa
89,2018,0.000035,f,south africa
10,2019,0.00000022,f,south africa
11,2019,0.000012,f,south africa
12,2019,0.000149,f,south africa
13,2019,0.0009,f,south africa
14,2019,0.0032,f,south africa
15,2019,0.0077,f,south africa
16,2019,0.0127,f,south africa
17,2019,0.0159,f,south africa
18,2019,0.0167,f,south africa
19,2019,0.0162,f,south africa
20,2019,0.0152,f,south africa
21,2019,0.014,f,south africa
22,2019,0.0126,f,south africa
23,2019,0.0115,f,south africa
24,2019,0.0103,f,south africa
25,2019,0.0093,f,south africa
26,2019,0.0096,f,south africa
27,2019,0.0097,f,south africa
28,2019,0.0099,f,south africa
29,2019,0.01,f,south africa
30,2019,0.01,f,south africa
31,2019,0.01,f,south africa
32,2019,0.0099,f,south africa
33,2019,0.0097,f,south africa
34,2019,0.0096,f,south africa
35,2019,0.0094,f,south africa
36,2019,0.0091,f,south africa
37,2019,0.0089,f,south africa
38,2019,0.0087,f,south africa
39,2019,0.0084,f,south africa
40,2019,0.0082,f,south africa
41,2019,0.0079,f,south africa
42,2019,0.0077,f,south africa
43,2019,0.0075,f,south africa
44,2019,0.0072,f,south africa
45,2019,0.007,f,south africa
46,2019,0.0068,f,south africa
47,2019,0.0066,f,south africa
48,2019,0.0063,f,south africa
49,2019,0.0061,f,south africa
50,2019,0.0058,f,south africa
51,2019,0.0056,f,south africa
52,2019,0.0053,f,south africa
53,2019,0.0051,f,south africa
54,2019,0.0049,f,south africa
55,2019,0.0046,f,south africa
56,2019,0.0044,f,south africa
57,2019,0.0042,f,south africa
58,2019,0.0039,f,south africa
59,2019,0.0037,f,south africa
60,2019,0.0035,f,south africa
61,2019,0.0033,f,south africa
62,2019,0.003,f,south africa
63,2019,0.0028,f,south africa
64,2019,0.0026,f,south africa
65,2019,0.0024,f,south africa
66,2019,0.0022,f,south africa
67,2019,0.002,f,south africa
68,2019,0.0018,f,south africa
69,2019,0.0016,f,south africa
70,2019,0.0014,f,south africa
71,2019,0.0012,f,south africa
72,2019,0.0011,f,south africa
73,2019,0.0009,f,south africa
74,2019,0.0008,f,south africa
75,2019,0.0007,f,south africa
76,2019,0.0006,f,south africa
77,2019,0.0005,f,south africa
78,2019,0.0004,f,south africa
79,2019,0.0003,f,south africa
80,2019,0.000277,f,south africa
81,2019,0.000228,f,south africa
82,2019,0.000186,f,south africa
83,2019,0.000151,f,south africa
84,2019,0.000123,f,south africa
85,2019,0.0000986,f,south africa
86,2019,0.0000787,f,south africa
87,2019,0.0000628,f,south africa
88,2019,0.0000504,f,south africa
89,2019,0.000041,f,south africa
10,2020,0.0000002,f,south africa
11,2020,0.0000113,f,south africa
12,2020,0.000142,f,south africa
13,2020,0.0008,f,south africa
14,2020,0.0031,f,south africa
15,2020,0.0073,f,south africa
16,2020,0.012,f,south africa
